128,32,20,4,22,785,128,32,16,4,2,256
440,352,80,4,18,849,128,32,16,4,2,256
160,96,20,36,22,256,128,32,16,4,2,256
416,352,80,4,2,848,128,32,16,4,2,256
384,32,85,4,2,337,128,32,16,4,2,256
416,288,16,36,6,256,128,32,16,4,2,256
